url,description
https://bulkbookstore.com/the-schooling-of-claybird-catts-a-novel-9780060090630,"To be perfectly honest, the day my father died really wasn't the worst day of my life."
https://bulkbookstore.com/birth-of-the-chess-queen-a-history-9780060090654,"Everyone knows that the queen is the most dominant piece in chess, but few people know that the game existed for five hundred years without her. It wasn't until chess became a popular pastime for European royals during the Middle Ages that the queen was born and was gradually empowered to become the king's fierce warrior and protector."
https://bulkbookstore.com/baby-signs-for-mealtime-9780060090739,"Babies want to express their needs, especially at mealtime. Through baby signing, they can communicate when they want more, when something is too hot, or even to let everyone know it‘s ‘all gone!‘"
https://bulkbookstore.com/my-first-baby-signs-9780060090746,"Babies have a lot to say! My First Baby Signs introduces ten of the most popular signs and provides parents a place to begin. Once baby waves bye–bye, the possibilities are endless."
https://bulkbookstore.com/baby-signs-for-animals-9780060090753,"Babies have a lot to say, even before they can actually speak familiar animal names like ""dog"" and ""bunny."" Baby Signs are simple gestures that allow babies and toddlers to communicate what they see, what they need, and even how they feel. Research has shown that Baby Signs decrease frustration and tantrums and help your baby talk sooner."
https://bulkbookstore.com/gingerbread-mouse-9780060090821,A heartwarming Christmas story about a place to call home
https://bulkbookstore.com/all-in-just-one-cookie-9780060090920,ALL IN JUST ONE COOKIE
https://bulkbookstore.com/big-red-barn-board-book-spanish-edition-el-gran-granero-rojo-9780060091071,"This high-quality Spanish-language book can be enjoyed by fluent Spanish speakers as well as those learning the language, whether at home or in a classroom."
https://bulkbookstore.com/a-drop-of-blood-9780060091101,"You've seen your own blood, when you have a cut or a scrape. You can see the veins in your wrist, and you've seen the scab that forms as a cut heals. But do you know what blood does for you? Without blood, you couldn't play, or grow, or learn. That's because just about every part of your body needs blood, from your muscles to your bones to your brain. How does your body use blood? Read and find out!"
https://bulkbookstore.com/honey-i-love-9780060091231,"To one young narrator, it's the simple things that mean the most, like sharing laughter with a friend, taking family rides in the country, and kissing her mama's arm."
https://bulkbookstore.com/the-wild-irish-a-novel-of-elizabeth-i-and-the-pirate-omalley-9780060091439,
https://bulkbookstore.com/fiesta-board-book-9780060092634,"Horns, airplanes, and tops. Whistles, gum, and rings."
https://bulkbookstore.com/my-favorite-bride-governess-brides-7-9780060092641,"When Miss Samantha Prendregast arrives at Devil's Fell to take charge of six rebellious girls, the vibrant, outspoken governess is not quite prepared to deal with the tall, dark and dashing master of the grand estate. The children she can manage with intelligence, guile . . . and a little bribery. Their widowed father, Colonel William Gregory, is not so easily charmed -- and far too easy to fall in love with, which she dares not do."
https://bulkbookstore.com/one-kiss-from-you-switching-places-2-9780060092665,"A bold woman known as the ""duchess of Magnus"" was wagered—and won—in a card game. But the woman who arrived was her shy, quiet cousin Eleanor."
https://bulkbookstore.com/if-youll-be-my-valentine-9780060092719,IF YOU'LL BE MY VALENTINE
https://bulkbookstore.com/criss-cross-9780060092726,"Debbie is wishing something would happen. Something good. To her. Soon. In the meantime, Debbie loses a necklace and finds a necklace (and boy does the necklace have a story to tell), she goes jeans shopping with her mother (an accomplishment in diplomacy), she learns to drive shift in a truck (illegally), she saves a life (directly connected to being able to drive, thus proving something), she takes a bus ride to another town (in order to understand what it feels like to be from ""elsewhere""), she meets a boy (who truly is from ""elsewhere""), but mostly she hangs out with her friends: Patty, Hector, Lenny, and Phil. Their paths cross. Their stories crisscross. And in Lynne Rae Perkins's remarkable book, a girl and her wish grow up. Illustrated throughout with black–and–white pictures, comics, and photographs by the author."
https://bulkbookstore.com/nuts-to-you-9780060092757,"How far would you go for a friend? In Nuts to You, the funny and moving illustrated novel by Newbery Medalist Lynne Rae Perkins, two squirrels go very far indeed to save a friend who has been snatched up by a hawk. Nuts to You “begs to be read aloud . . . another completely original and exceptional package from Perkins,” said the Horn Book. Nuts to You features black-and-white art by the author on every page, as well as exclusive material original to this edition."
https://bulkbookstore.com/autumnblings-9780060092788,
https://bulkbookstore.com/i-love-school-9780060092863,What's your favorite part of the school day?
https://bulkbookstore.com/im-mighty-9780060092900,"From Kate and Jim McMullan, the popular creators of I Stink! and I’m Dirty!—now a streaming animated series—comes a raucous tribute to a tireless harbor hero. This time a tugboat proves that even the smallest of us can be MIGHTY!"
https://bulkbookstore.com/im-dirty-9780060092931,
https://bulkbookstore.com/the-seduction-of-an-english-lady-9780060092979,"To seduce an English lady, a gentleman must always remember to . . ."
https://bulkbookstore.com/vampire-kisses-9780060093341,"In her small town, dubbed ""Dullsville,"" sixteen-year-old Raven -- a vampire-crazed goth-girl -- is an outcast. But not for long..."
https://bulkbookstore.com/murder-in-paradise-a-christmas-in-hawaii-turns-to-tragedy-9780060093464,The shocking true story of the murder of 23–year–old Dana Ireland and the nine–year investigation that became Hawaii's most publicised murder case.
https://bulkbookstore.com/do-not-disturb-9780060093488,
https://bulkbookstore.com/the-conquest-9780060093600,"Sara Rosario Gonzáles is a restorer of rare books and manuscripts at the Getty Museum in Los Angeles. When Sara restores a sixteenth-century manuscript about an Aztec princess enslaved by Cortés and sent to Europe to entertain the pope and Emperor Charles V, she doesn't realize the power of the tale she's about to immerse herself into."
https://bulkbookstore.com/the-emperor-of-wine-the-rise-of-robert-m-parker-jr-and-the-reign-of-american-taste-9780060093693,"This is the story of how an American lawyer raised on Coca-Cola caused a revolution in the way wines around the globe are made, sold, and talked about."
https://bulkbookstore.com/the-art-of-the-novel-9780060093747,"Kundera brilliantly examines the work of such important and diverse figures as Rabelais, Cervantes, Sterne, Diderot, Flaubert, Tolstoy, and Musil. He is especially penetrating on Hermann Broch, and his exploration of the world of Kafka's novels vividly reveals the comic terror of Kafka's bureaucratized universe."
https://bulkbookstore.com/the-golden-one-lp-9780060093860,"A new year, 1917, is dawning, and the Great War that ravages the world shows no sign of abating. Answering the siren call of Egypt once more, Amelia Peabody and her family arrive at their home in Luxor to learn of a new royal tomb ransacked by thieves. Soon an even more disturbing outrage concerns the intrepid clan of archaeologists: the freshly and savagely slain corpse of a thief defiling the ancient burial site."
https://bulkbookstore.com/thanksgiving-night-a-novel-9780060094447,"Will Butterfield can't believe it. His 75–year–old mother, Holly, is drunk and threatening to jump off the roof. Again."
https://bulkbookstore.com/biscuit-loves-school-giant-lift-the-flap-9780060094546,"He is a curious little puppy. Lift the flaps to join Biscuit as he spends the day playing, learning, and exploring."
https://bulkbookstore.com/biscuit-wins-a-prize-9780060094553,"It's the day of the pet show, and Biscuit has to look his best. All his old friends are at the show, and he sees so many new friends that he can't sit still -- even for the judge!"
https://bulkbookstore.com/ill-find-a-way-or-make-one-a-tribute-to-historically-black-colleges-and-universities-9780060094560,"A comprehensive and definitive guide to America's 107 historically black colleges and universities, this commemorative gift book explores the historical, social, and cultural importance of the nation's HBCUs and celebrates their rich legacy."
https://bulkbookstore.com/biscuit-and-the-baby-9780060094591,"For fans of Clifford and Spot, welcome everybody’s favorite little yellow puppy, Biscuit, in an I Can Read adventure!"
https://bulkbookstore.com/biscuit-loves-mothers-day-9780060094621,"Let's celebrate Mother's Day, Biscuit!"
https://bulkbookstore.com/biscuit-loves-fathers-day-9780060094638,"Father's Day is a great time to show Dad how much we love him. Unfold the big flaps and join Biscuit for fun times with Dad -- exploring, playing, and sharing."
https://bulkbookstore.com/biscuit-visits-the-pumpkin-patch-9780060094669,Get in the spooky spirit and join Biscuit on an adventure to find the perfect pumpkin in this Halloween board book!
https://bulkbookstore.com/biscuit-gives-a-gift-9780060094676,Christmas is a wonderful time for sharing. Biscuit finds the perfect gifts foreveryone he loves.
https://bulkbookstore.com/biscuits-snowy-day-9780060094683,Biscuit loves playing in the snow!
https://bulkbookstore.com/biscuits-hanukkah-9780060094690,"Come along wit Biscuit as he makes a beautiful menorah to celebrate Hanukkah. It's a great time for stories, songs, food and friends!"
https://bulkbookstore.com/biscuits-pet-play-christmas-9780060094706,"Cozy up for Christmas fun with Biscuit, everyone's favorite little yellow puppy!"
https://bulkbookstore.com/staying-fat-for-sarah-byrnes-9780060094898,"Called a “masterpiece” in a starred review from School Library Journal, award-winning author Chris Crutcher’s acclaimed Staying Fat for Sarah Byrnes is an enduring classic."
https://bulkbookstore.com/the-crazy-horse-electric-game-9780060094904,"Willie is a top athlete, the star of the legendary game against Crazy Horse Electric. Then a freak accident robs him of his once-amazing physical talents."
https://bulkbookstore.com/running-loose-9780060094911,"He's got a starting spot on the football team, good friends, and a smart, beautiful girlfriend who loves him as much as he loves her."
https://bulkbookstore.com/the-bromeliad-trilogy-truckers-diggers-and-wings-9780060094935,"In a world whose seasons are defined by Christmas sales and Spring Fashions, hundreds of tiny nomes live in the corners and crannies of a human-run department store. They have made their homes beneath the floorboards for generations and no longer remember -- or even believe in -- life beyond the Store walls."
https://bulkbookstore.com/fire-lover-9780060095284,"On an October evening in South Pasadena, a horrifying wave of flame swept through a large home improvement center, snuffing out the lives of four innocent people, including a two-year-old boy. Firefighters rushed to the scene, even as a pair of equally suspicious fires broke out in two nearby stores. Silently watching the raging inferno in the midst of the heat, smoke, and chaos was a man respected as one of California's foremost arson investigators, a captain in the Glendale Fire Department ..."
https://bulkbookstore.com/a-series-of-unfortunate-events-box-the-situation-worsens-books-4-6-9780060095567,NOW A NETFLIX ORIGINAL SERIES
https://bulkbookstore.com/islam-a-concise-introduction-9780060095574,"The world's premier authority on religious traditions presents a concise and timely guide to the history, teachings, and practice of Islam."
https://bulkbookstore.com/panini-bruschetta-crostini-sandwiches-italian-style-9780060095727,"Move over pasta and pizza, here come panini, bruschetta, and crostini! The world of sandwiches, Italian style. These heavenly bread-based creations include recipes for breakfast, lunch, and dinner, antipasti, party foods, and delicious desserts and indulgences for any time of the day."
https://bulkbookstore.com/fairy-realm-1-the-charm-bracelet-9780060095857,"When Jessie visits her grandmother's house, Blue Moon, she discovers an amazing secret, and enters the Fairy Realm for the first time. All kinds of magical beings live in the Realm, and a noble Queen in a great golden palace rules them all."
https://bulkbookstore.com/fairy-realm-2-the-flower-fairies-9780060095888,"The Fairy Realm needs Jessie's help: The griffins that guard the treasure house are out of control! Then, just when Jessie thinks things are back to normal, the youngest flower fairies follow Jessie out of the Realm. Can Jessie protect them from the dangers of her own world?"
https://bulkbookstore.com/the-lighthouse-cat-9780060096045,"In an old lighthouse, where a twenty-four-candle lantern lights a sparkling blue-green sea, dwell a solitary keeper and his little companion -- a cat called Mackerel. Together the two climb up, up, up to watch over the nighttime sea and down, down, down to eat and play."
https://bulkbookstore.com/teen-idol-9780060096182,"High school junior Jenny Greenley is so good at keeping secrets that she's the school newspaper's anonymous advice columnist. She's so good at it that, when hotter-than-hot Hollywood star Luke Striker comes to her small town to research a role, Jenny is the one in charge of keeping his identity under wraps. But Luke doesn't make it easy, and soon everyone -- the town, the paparazzi, and the tabloids alike -- know his secret ... and Jenny is caught right in the middle of all the chaos."
https://bulkbookstore.com/a-little-help-from-above-9780060096205,"Saralee Rosenberg's compelling debut novel, told in a warm, wise and endearing voice, is about sisters, mothers and daughters, and loss, sacrifice and love."
https://bulkbookstore.com/pipe-dreams-a-surfers-journey-9780060096311,"Six–time world surfing champion, actor, and US heart–throb Kelly Slater tells of the struggles and triumphs he's experienced throughout his life and how they have helped him to become one of the world's most loved sports figures."
https://bulkbookstore.com/more-than-money-true-stories-of-people-who-learned-lifes-ultimate-lesson-9780060096441,"In this phenomenal New York Times bestseller, Neil Cavuto shares the inspirational stories of an array of personal heroes, many of whom motivated him to continue his career as he battled cancer and multiple sclerosis."
https://bulkbookstore.com/the-worm-in-the-apple-how-the-teacher-unions-are-destroying-american-education-9780060096625,"It is no coincidence that the thirty-year decline in U.S. K–12 education and the simultaneous surge in education spending began at the same time the modern teacher unions were created. Today, the National Education Association has nearly three million members. Its agenda is not to provide better teaching in schools; it is to provide more money and benefits for teachers -- and, above all, for itself."
https://bulkbookstore.com/the-freedom-line-the-brave-men-and-women-who-rescued-allied-airmen-from-the-nazis-during-world-war-ii-9780060096649,"Compared to Casablanca by the Washington Post, this a page–turning story of a group of resistance workers who secreted downed Allied fighter pilots through France and into safety in Spain during World War II."
https://bulkbookstore.com/where-the-birds-never-sing-the-true-story-of-the-92nd-signal-battalion-and-the-liberation-of-dachau-9780060096663,"In this riveting book, Jack Sacco tells the realistic, harrowing, at times horrifying, and ultimately triumphant tale of an American GI in World War II as seen through the eyes of his father, Joe Sacco -- a farm boy from Alabama who was flung into the chaos of Normandy and survived the terrors of the Bulge."
https://bulkbookstore.com/behaving-like-adults-a-novel-9780060096687,"Meet Holly, the sunny twenty-nine-year-old owner of Girl Meets Boy, a dating service for those who are ""beautiful inside and out."" Though she's a successfulmatchmaker, she hasn't quite fulfilled her own relationship dreams (her ex-fiancé, Nick, seems unlikely to progress from his job as Mr. Elephant, children's party entertainer). So when her friends dare her to pick a man off the top of the pile, she's game."
https://bulkbookstore.com/being-committed-a-novel-9780060096700,"A hopeless unromantic gets a
crash course in love in the fourth
hilarious novel from bestselling
author Anna Maxted"
https://bulkbookstore.com/the-ultimate-muffin-book-more-than-600-recipes-for-sweet-and-savory-muffins-9780060096762,"What's quick, easy, and sure to bring on the smiles? Muffins, of course! For recipes that are sweet, savory, or just over the top, look no further than The Ultimate Muffin Book. From classics like Berry and Corn Muffins to new favorites like Margarita and savory Quiche Lorraine Muffins, Bruce Weinstein and Mark Scarbrough once again take an American fun-food classic to new heights by offering more than 600 recipes and variations for absolutely every muffin imaginable. Peanut Butter Chocolate Chip, anyone? Or luscious Hazelnut? Or what about Pizza Muffins for kids of all ages? Low-fat, nonfat, gluten-free, dense, and decadent -- they're all here, as well as baking tips, an ingredients guide, and a witty history of how the muffin came to be an American institution. Muffins. Is there a better way to make everyone in your life smile?"
https://bulkbookstore.com/the-cornbread-book-a-love-story-with-recipes-9780060096793,Cornbread is the American bread. The by-the-people-for-the-people bread. So it should be put forth to the people with humor. And a whole lot of butter.
https://bulkbookstore.com/price-it-yourself-the-definitive-down-to-earth-guide-to-appraising-antiques-and-collectibles-in-your-home-at-auctions-estate-sales-shops-and-yard-sales-9780060096847,
https://bulkbookstore.com/american-taboo-a-murder-in-the-peace-corps-9780060096878,"In 1975, a new group of Peace Corps volunteers landed on the island nation of Tonga. Among them was Deborah Gardner -- a beautiful twenty-three-year-old who, in the following year, would be stabbed twenty-two times and left for dead inside her hut."
https://bulkbookstore.com/tony-hawk-professional-skateboarder-9780060096892,"In this young adult autobiography, Tony Hawk shares the stories from his life that have helped him become a skateboarding hero."
https://bulkbookstore.com/when-everybody-wore-a-hat-9780060097028,"This is the story of when I was a boy, almost 100 years ago, when fire engines were pulled by horses, boys did not play with girls, kids went to libraries for books, there was no TV, you could see a movie for a nickel and everybody wore a hat."
https://bulkbookstore.com/19-varieties-of-gazelle-poems-of-the-middle-east-9780060097653,"""Tell me how to live so many lives at once ..."""
https://bulkbookstore.com/only-the-strong-survive-the-odyssey-of-allen-iverson-9780060097745,"Part sports star, part antihero, part hip-hop icon, Allen Iverson has managed to cross over into the mainstream of American culture -- without compromise. Defiantly tattooed, with his hair in cornrows, the six-foot Philadelphia 76ers point guard is one of the most recognizable and controversial stars of the sports world. His meteoric rise from a troubled childhood in the ghetto to NBA superstardom has been marked by five straight playoff appearances, including a finals berth in 2001 and an MVP award. From his rap sheet to his rap album, fans and journalists alike hound his every move. But never before has a biographer presented a full portrait of this complicated and intensely private star -- a man whose loyalty to his family, the streets, and his friends trumps any other concern. Filled with exclusive interview material and unprecedented access to many of Iverson's inner circle, Only the Strong Survive is the first in-depth look at the truth behind this newly minted legend."
https://bulkbookstore.com/zoyas-story-an-afghan-womans-struggle-for-freedom-9780060097837,
https://bulkbookstore.com/doubt-a-history-the-great-doubters-and-their-legacy-of-innovation-from-socrates-and-jesus-to-thomas-jefferson-and-emily-dickinson-9780060097950,"In the tradition of grand sweeping histories such as From Dawn To Decadence, The Structure of Scientific Revolutions, and A History of God, Hecht champions doubt and questioning as one of the great and noble, if unheralded, intellectual traditions that distinguish the Western mind especially-from Socrates to Galileo and Darwin to Wittgenstein and Hawking. This is an account of the world's greatest ‘intellectual virtuosos,' who are also humanity's greatest doubters and disbelievers, from the ancient Greek philosophers, Jesus, and the Eastern religions, to modern secular equivalents Marx, Freud and Darwin—and their attempts to reconcile the seeming meaninglessness of the universe with the human need for meaning,"
https://bulkbookstore.com/the-sweetest-sin-9780060098124,
https://bulkbookstore.com/bell-book-and-scandal-9780060099008,"One would never guess to look at suburbanite homemaker Jane Jeffry that she would be interested in murder, but she's practically an expert on the subject. Which is why, with best buddy Shelley Nowack in tow, Jane's booking down to a nearby mystery writers' convention to mingle with the agents, publishing bigwigs, and famous authors ... and to maybe drum up interest in her own recently completed manuscript."
https://bulkbookstore.com/blood-relation-9780060099053,A New Yorker writer investigates the life and career of his hit-man great-uncle and the impact on his family.
https://bulkbookstore.com/among-the-heroes-united-flight-93-and-the-passengers-and-crew-who-fought-back-9780060099091,"Of the four horrific hijackings on September 11, Flight 93 resonates as one of epic resistance.At a time when the United States appeared defenseless against an unfamiliar foe, the gallant passengers and crew of Flight 93 provided for many Americans a measure of victory in the midst of unthinkable defeat. Together, they seemingly accomplished what all the security guards and soldiers, military pilots and government officials, could not -- they thwarted the terrorists, sacrificing their own lives so that others might live."
https://bulkbookstore.com/safe-in-heaven-dead-a-novel-9780060099114,"Safe in Heaven Dead, a first novel similar to last year's art house movie phenomenon, Memento, is a page–turning literary noir by a brilliant new writer."
https://bulkbookstore.com/blue-hour-poems-9780060099138,"""Blue Hour is an elusive book, because it is ever in pursuit of what the German poet Novalis called 'the [lost] presence beyond appearance.' The longest poem, 'On Earth,' is a transcription of mind passing from life into death, in the form of an abecedary, modeled on ancient gnostic hymns. Other poems in the book, especially 'Nocturne' and 'Blue Hour,' are lyric recoveries of the act of remembering, though the objects of memory seem to us vivid and irretrievable, the rage to summon and cling at once fierce and distracted."
https://bulkbookstore.com/complete-book-of-mixed-drinks-the-revised-edition-more-than-1-000-alcoholic-and-nonalcoholic-cocktails-9780060099145,"With more than 100 new recipes for cocktails, mixed drinks, and nonalcoholic beverages, this revised edition of Anthony Dias Blue's classic guide fills us in on what we need to know:"
https://bulkbookstore.com/big-max-and-the-mystery-of-the-missing-giraffe-9780060099206,"Featuring a perennially popular I Can Read character first introduced in 1965, Big Max and the Mystery of the Missing Giraffe is a humorous adventure that will delight beginning readers."
https://bulkbookstore.com/crossing-brooklyn-ferry-a-novel-9780060099435,"Escaping the narrow, wealthy life she led in Manhattan, Zoe Finney moves her family to Park Slope, Brooklyn, an area of beautiful old brownstones where working-class families have lived for generations.A poor girl who married into money, Zoe finds comfort in the close-knit neighborhood.She hopes the change will reinvigorate her profoundly depressed husband and provide a happy place for her small daughter, Rose, to grow."
https://bulkbookstore.com/merry-christmas-amelia-bedelia-9780060099459,"It's Christmas Eve, and Amelia Bedelia has to get the Rogers house ready for a visit from Aunt Myra. But with Amelia Bedelia in charge, this Christmas will be one of the funniest ever!"
https://bulkbookstore.com/pride-prejudice-and-jasmin-field-a-novel-9780060184957,"It starts as a lark for Jasmin Field, the charming, acerbically witty columnist for a national women's magazine.  She joins a host of celebraties gathering in London to audition for the season's most dazzling charity event:  a one-night only stage production of Jane Austen's immortal Pride and Prejudice, directed by and starring the Academy Award -- winning Hollywood heartthrob Harry Noble.  And nobody is more surprised than Jasmin herself when she lands the lead of handsome Harry's love interest, Elizabeth Bennet.  But things start to go very wrong very quickly.  Ms. Field's delicious contempt for the arrogant, overbearing Harry Noble goes from being wicked fun to infuriating.  Her brief moment of theatrical glory looks as if it's going to be overshadowed by the betrayal of her best friend, the disintegration of her family and the implosion of her career. And suddenly she can't remember a single one of her lines.  But, worst of all, Harry Noble -- who, incidentally, looks amazing in tight breeches -- has started to stare hard at Jazz with that sort of a glimmer in his eyes..."
https://bulkbookstore.com/new-world-kitchen-latin-american-and-caribbean-cuisine-9780060185053,"In New World Kitchen, Norman Van Aken explores the rich influence of Latin American cuisine on the American palate. From the African-influenced Creole cuisines of Cuba, Puerto Rico, and Jamaica to South American flavors from Brazil, Peru, and Argentina to the distinct tastes of Mexico, Van Aken works his particular magic on this luscious cornucopia and emerges with a wealth of brilliant recipes, such as the exquisite Masa-Crusted Chicken with Piquillo Peppers, Avocado Butter, and Greens in Grapefruit-Honey Vinaigrette."
https://bulkbookstore.com/cemetery-stories-haunted-graveyards-embalming-secrets-and-the-life-of-a-corpse-after-death-9780060185183,
https://bulkbookstore.com/from-emerils-kitchens-favorite-recipes-from-emerils-restaurants-9780060185350,"What's the next best thing to eating at one of Emeril's restaurants? Making your favorite Emeril dishes at home! And now you can with Emeril's new book, From Emeril's Kitchens."
https://bulkbookstore.com/don-quixote-9780060188702,"Edith Grossman's definitive English translation of the Spanish masterpiece, in an expanded P.S. edition"
https://bulkbookstore.com/bel-canto-a-novel-9780060188733,Now a major motion picture starring Julianne Moore and Ken Watanabe.
https://bulkbookstore.com/pleasures-of-the-vietnamese-table-recipes-and-reminiscences-from-vietnams-best-market-kitchens-street-cafes-and-home-cooks-9780060192587,"A land of vibrant cultures and vivid contrasts, Vietnam is also home to some of the most delicious and intriguing food in the world. While its cooking traditions have been influenced by those of China, France, and even India, Vietnam has created a cuisine with a spirit and a flavor all its own."
https://bulkbookstore.com/audrey-style-9780060193294,
https://bulkbookstore.com/body-for-life-12-weeks-to-mental-and-physical-strength-9780060193393-1,Mention the name Bill Phillips to any of the people he's helped transform and you will see their faces light up with appreciation and respect. These people include:
https://bulkbookstore.com/most-brilliant-thoughts-of-all-time-in-two-lines-or-less-the-9780060194116,"You don't have to be a genius to sound like one. Here's a collection of the most profound and provocative wit and wisdom in the English language in two lines or less. Edited by entrepreneur John M. Shanahan, who created the wildly successful Hooked on Phonics program, this wonderful book presents the best that has been thought and said on every imaginable topic."
https://bulkbookstore.com/second-helpings-from-union-square-cafe-140-new-favorites-from-new-yorks-acclaimed-restaurant-9780060196479,"Ask New Yorkers to name their favorite restaurant and they are likely to reply: ""Union Square Cafe."" Indeed, Union Square Cafe has been ranked the city's most popular restaurant by the Zagat Survey for five consecutive years and has earned many of the food world's top honors, including a James Beard Award for Outstanding Restaurant of the Year, two three-star rankings from the New York Times, seven Awards of Excellence from Wine Spectator magazine, and the James Beard Foundation's Best Chef in New York Award for Michael Romano. What makes USC stand out in a sea of other great New York City restaurants? A simple but rare combination of extraordinary food, excellent wine, and the sort of warm, genuine hospitality one typically finds only in a neighborhood spot. In this new cookbook, proprietor Danny Meyer and executive chef and co-owner Michael Romano share the delicious dishes that have kept their customers coming back for more, year after year. Following the high standards for taste and accessibility set by their award-winning Union Square Cafe Cookbook, Second Helpings from Union Square Cafe offers more than 140 inspired recipes for everything from appetizers, soups, and salads to pastas, main courses, vegetables, side dishes, and desserts. These are the dishes that USC customers have come to know and love, including such favorites as a new version of their renowned Fried Calamari, Salt-Baked Chicken, Bollito di Vitello, Roasted Root Vegetables, and Blueberry-Lemon Meringue Pie."
https://bulkbookstore.com/the-essential-mediterranean-how-regional-cooks-transform-key-ingredients-into-the-worlds-favorite-cuisines-9780060196516,"With The Essential Mediterranean, Nancy Harmon Jenkins continues her lifelong exploration of Mediterranean food -- how it is grown, prepared, and shared around the table. In her latest book, Ms. Jenkins introduces cooks and readers to a cluster of core ingredients and foodways that are fundamental to all of the Mediterranean's diverse cuisines. She shows how the Mediterranean attitude toward food -- a combination of respect, integrity, enthusiasm, and sheer joy -- can be cultivated across the Atlantic."
https://bulkbookstore.com/circle-of-three-a-novel-9780060197063,"“Gaffney’s characters are appealing and realistic…Readers will race through this book.”
—New Orleans Times Picayune"
https://bulkbookstore.com/my-most-favorite-dessert-company-cookbook-delicious-pareve-baking-recipes-9780060197865,"As all its loyal fans will tell you, there is only one place to go in New York City for great pareve desserts: Doris Schechter's My Most Favorite Dessert Company. For more than twenty years, Doris has provided her customers with delectable cakes, pies, tarts, cookies, and muffins -- proving that dairy-free desserts can be delicious."
https://bulkbookstore.com/perfect-cakes-9780060198794,"When it's time to celebrate, it's time to bake a cake! When it's time to be creative, it's time to bake a cake! When it's time to find comfort in the kitchen, it's time to bake a cake. From weddings to birthdays to something nice for yourself and your family and guests, nothing marks a special occasion better than a freshly baked cake."
https://bulkbookstore.com/wild-justice-9780060199135,"Seven years ago, Phillip Margolin seized the imagination of thriller readers everywhere with his chilling breakout bestseller, Gone, but Not Forgotten. After five subsequent New York Times bestsellers, Margolin now returns to the haunting terrain of Gone, but Not Forgotten with a mesmerizing tour de force of psychological suspense, an electrifying tale of revenge and retribution that shows a master storyteller at the very peak of his craft."
https://bulkbookstore.com/jackie-style-9780060199524,
https://bulkbookstore.com/chez-panisse-fruit-9780060199579,
https://bulkbookstore.com/prodigal-summer-lp-9780060199661,"Barbara Kingsolver, a writer praised for her ""extravagantly gifted narrative voice"" (New York Times Book Review), has created with this novel a hymn to wildness that celebrates the prodigal spirit of human nature, and of nature itself."
https://bulkbookstore.com/my-five-senses-big-book-9780060200503,"Sight, smell, taste, hearing, and touch—our five senses teach us about our world. Beloved author-illustrator Aliki’s simple, engaging text and colorful artwork show young readers how they use their senses to smell a rose or play with a puppy."
https://bulkbookstore.com/dinosaurs-dinosaurs-big-book-9780060204105,For the dinosaur-obsessed kids in your life!
https://bulkbookstore.com/flat-stanley-9780060206819,
https://bulkbookstore.com/big-red-barn-9780060207489,"Margaret Wise Brown's simple, rhythmic text about the cycle of a day on a farm, where a family of animals peacefully plays and sleeps, has charmed generations of children."
https://bulkbookstore.com/big-red-barn-big-book-9780060207502,"Margaret Wise Brown's simple, rhythmic text about the cycle of a day on a farm, where a family of animals peacefully plays and sleeps, has charmed generations of children. This big book edition (15 x 17 3/4"") is perfect for sharing in classrooms."
https://bulkbookstore.com/be-nice-to-spiders-9780060220730,"When Billy left his pet spider, Helen, at the Zoo, the animals suddenly became happy and contented. The lions snoozed all day long, the elephants enjoyed their baths, and the zebras ate their hay in peace -- all because Helen was spinning webs and catching flies."
https://bulkbookstore.com/julius-9780060224912,
https://bulkbookstore.com/who-will-be-my-friends-9780060225568,
https://bulkbookstore.com/harold-and-the-purple-crayon-9780060229368,
https://bulkbookstore.com/the-happy-day-9780060233969,The woodland animals awake from their deep winter's sleep to discover the first sign of spring'a flower blooming in the snow.
https://bulkbookstore.com/the-philharmonic-gets-dressed-9780060236229,"""It is almost Friday night. Outside, the dark is getting darker,"" and here and there around the city ninety-two men and thirteen women are getting dressed to go to work. First they bathe and put on their underwear. Then they don special black-and-white apparel. Then when the one hundred and five people are completely ready, each takes a musical instrument and travels to midtown. There, at 8:30 tonight, they will work together: playing."
https://bulkbookstore.com/morning-noon-and-night-9780060236298,"Celebrate the cycle of the day, as the earth turnes to and then away from the sun, and meet a wide array of animals from America's east coast to the west as they work and rest, eat and play, just as humans do."
https://bulkbookstore.com/mouse-tales-9780060239411,"When Papa's seven little mouse boys ask for a bedtime story, Papa does even better than that—he tells seven stories, one for each boy!"
https://bulkbookstore.com/owl-at-home-9780060239497,
https://bulkbookstore.com/frog-and-toad-all-year-9780060239503,"In winter, spring, summer, and fall, Frog and Toad are always together. From sledding in winter to eating ice cream on hot summer days, these two friends have fun the whole year round!"
https://bulkbookstore.com/frog-and-toad-together-9780060239596,
https://bulkbookstore.com/mouse-soup-9780060239671,"Weasel is ready for his dinner, and poor Mouse is it. Can Mouse stop Weasel from serving up mouse soup for supper? The clever mouse tells the weasel four stories to make the soup tasty—then manages to trick the weasel and get home safely. This Level Two I Can Read is geared toward kids who read on their own but still need a little help."
https://bulkbookstore.com/fables-9780060239732,Winner of the Caldecott Medal
https://bulkbookstore.com/beauty-a-retelling-of-the-story-of-beauty-and-the-beast-9780060241490,"From Newbery Medal–winning author Robin McKinley, this beloved story illuminates an unlikely love story—Beauty and the Beast."
https://bulkbookstore.com/father-bear-comes-home-9780060242305,"The children, parents, teachers, and librarians who so joyously welcomed Little Bear, the first I Can Read Book by this author and artist, will greet the return of these favorite characters with true delight."
