ISBN,biography
9780060297947,"Lynn Joseph was born and raised on the island of Trinidad and is the author of two middle grade books inspired by her island's folklore, A Wave in Her Pocket and The Mermaid's Twin Sister. ""Mermaid"" won the Américas Award for Children's and YA Literature in 1994. She has also authored award-winning picture books featuring the traditions and island life of Trinidad & Tobago: An Island Christmas; Jasmine's Parlour Day; Jump Up Time: A Trinidad Carnival Story, and Coconut Kind of Day, a collection of poems that follows a Trinidadian girl throughout her day.
Lynn travels extensively and writes about the places she has visited or lived including the Dominican Republic, which is the setting for her middle grade book, The Color of My Words, which was named an ALA Notable Children's Book, an International Reading Association Notable Book for a Global Society, a Notable Children's Trade Book in the Field of Social Studies, and a Jane Addams Honor Book. It was also awarded the Américas Award for Children & YA Literature in 2000. A starred review by Kirkus said The Color of My Words is ""An achingly beautiful story."" 
Lynn's YA novel, Flowers in the Sky, was published by HarperCollins in 2013 and features a 16 year old girl who moves away from her sleepy, small town of Samana in the Dominican Republic where she is known as the ""flower girl"" to negotiate life in fast-paced Washington Heights, New York, where she must find a new identity while renewing her bond with her beloved older brother whom she has not seen in over ten years. Kirkus Reviews called it, ""A tale that needs to be told.""
Lynn was the recipient of the Burt Award for Caribbean Literature in 2015 for her novel, Dancing in the Rain, which will be published April 2016 by Blue Moon Publishing in Jamaica. 
Lynn is an attorney who attended Fordham School of Law in New York, and the mother of two sons, Jared and Brandt. Lynn graduated from Vermont College of Fine Arts with a MFA in Writing for Children & Young Adults. For more information about Lynn Joseph, please see her web site at www.lynnjosephauthor.com. Or follow her on Facebook at Lynn Joseph Books."
9780060298135,
9780060298500,
9780060501082,
9780060501105,
9780060501181,
9780060501396,
9780060501532,
9780060501914,
9780060502171,
9780060502546,
9780060502782,
9780060502881,
9780060503000,
9780060503079,
9780060504144,
9780060504250,
9780060505004,
9780060505080,
9780060505103,
9780060505127,
9780060505219,
9780060505233,
9780060505271,
9780060505295,
9780060505318,
9780060505332,
9780060505349,
9780060505363,
9780060505370,
9780060505387,
9780060505400,
9780060505431,
9780060505486,
9780060505509,
9780060505578,
9780060505592,
9780060505622,
9780060505646,
9780060505677,
9780060505707,
9780060505776,
9780060505783,
9780060505820,
9780060505851,
9780060505868,
9780060505905,
9780060505936,
9780060505943,
9780060506049,
9780060506070,
9780060507114,
9780060507138,
9780060507145,
9780060507473,
9780060507787,
9780060507848,
9780060507879,
